n,b,noise_ratio,confidence,lmsr_mean,cfmm_mean,lmsr_std,cfmm_std
32,800,0.6,0.05,-39.48512383198777,-34.330338945426845,76.2087865171535,73.28185137040981
32,800,0.6,0.2,-1.709732589921307,-1.9997980953037777,8.49749092504417,6.624955165312609
32,800,0.6,0.5,-1.2618164897853703,0.1540037780184375,2.5166621197888537,2.7894647742418273
32,800,0.6,0.8,0.12983580711837325,0.002635148053594172,0.560591701698362,0.6226360971789967
32,800,0.9,0.05,-8.115043548710767,0.6543450507158349,16.907504509999505,5.7634958821041495
32,800,0.9,0.2,-1.0484240157666638,-0.956582789379546,3.3790003532618376,3.3870177173520997
32,800,0.9,0.5,-0.34129358956987305,-0.2551612588969207,1.7610426427385115,2.0153201992467973
32,800,0.9,0.8,-0.008624775433743818,-0.13165441685423296,0.7499335528673615,0.7489613087339949
64,50,0.3,0.05,-21.49992496309849,28.271440724083796,38.4797988798299,30.763274035053094
64,50,0.3,0.2,-4.493683784149377,-3.4871889251872554,8.835875711155282,8.591858747525702
64,50,0.3,0.5,-0.2909792247684385,-0.5612646773446042,1.5719016362068396,1.605921360871719
64,50,0.3,0.8,-0.001473417078396988,-0.029698029644535762,0.39716457180223363,0.36885333834814504
64,50,0.6,0.05,-10.26706284817242,22.123365355886122,28.160914176362247,29.64001573457199
64,50,0.6,0.2,-2.39879483341726,-0.09417392166012775,4.771807748433075,3.2229246520383388
64,50,0.6,0.5,-0.10370956554552639,-0.2141355635074705,1.2538704894879105,1.6202958893391635
64,50,0.6,0.8,-0.16757148789020704,-0.04112609615471352,0.35679689312266727,0.48518830778567007
64,50,0.9,0.05,-5.727277989526944,7.46373325967701,14.937534425972196,13.64753122128943
64,50,0.9,0.2,-0.010825767369362653,-0.5958078331250755,1.5807606421982796,2.4712690622784748
64,50,0.9,0.5,0.03865016844510965,-0.01861524889144551,0.949469979872696,0.837715663718741
64,50,0.9,0.8,0.06734765888596551,0.036762518456342604,0.6154798336938758,0.5876810678120388
64,200,0.3,0.05,-36.8489656312834,37.84264790733208,87.12692481893356,94.68269517814413
64,200,0.3,0.2,-5.796496005407166,-2.637950643955194,10.467444792197808,8.039096770085694
64,200,0.3,0.5,-0.2545230769144207,-0.13619402449734933,1.2418851226731977,1.3540569933387974
64,200,0.3,0.8,-0.009927532691168217,-0.14422092154195554,0.3981559199205584,0.3858818251785269
64,200,0.6,0.05,-40.453039069308694,-1.8265173989416341,66.44695267477626,66.9730566762185
64,200,0.6,0.2,-1.794930147605825,-3.8445280243370337,5.097293565369471,6.365004068275811
64,200,0.6,0.5,0.01675353710798606,-0.19662393004828202,0.778200930999923,1.1861748298418493
64,200,0.6,0.8,-0.08299879558481865,-0.1873357444592639,0.37390447164400875,0.4723024076113744
64,200,0.9,0.05,-2.0104805500252545,-2.3417932887699835,9.415343287401539,11.671695995983532
64,200,0.9,0.2,-0.2530834185174927,-0.792226406081245,1.148302881583269,2.0622024344598118
64,200,0.9,0.5,-0.39045400688636883,-0.15956591229752182,1.0919313810291467,0.9357157840581731
64,200,0.9,0.8,0.06282851788363644,-0.12307228244904334,0.64350474533367,0.6551521192106551
64,800,0.3,0.05,-57.29883152323484,-38.049223824257375,114.15416977926893,98.2150601571052
64,800,0.3,0.2,-4.899597736375811,-4.286895066499892,11.336688949239035,10.215519888694644
64,800,0.3,0.5,-0.0031714227841874573,-0.24692981133369477,1.5786596548565128,1.4749549900643875
64,800,0.3,0.8,-0.005424757866914802,-0.0904261400735555,0.3548400260113139,0.3657661696592127
64,800,0.6,0.05,-19.271621482877094,-23.568393212885113,55.99615830709939,59.29255462086624
64,800,0.6,0.2,-3.6252890241015745,-0.5625383878035155,5.743143072191017,4.122274422792702
64,800,0.6,0.5,-0.16567966548649543,-0.35454942840889925,1.7314999680203687,1.3880081064222716
64,800,0.6,0.8,-0.02555021029917017,-0.13796768369153825,0.3664818844520883,0.3928322479811845
64,800,0.9,0.05,-9.946597316949793,-7.860919369943165,18.234198220986514,16.674784576462848
64,800,0.9,0.2,-0.9794501650460529,-0.41305142077382134,1.9648023131815715,1.5216845155120882
64,800,0.9,0.5,-0.04897370718529926,-0.31449880836497796,0.7612168429950913,0.8949982873052947
64,800,0.9,0.8,-0.07812660078142761,-0.1612213018256816,0.43307931186751203,0.47308613836251484
